age;job;marital;education;default;housing;loan;duration;campaign;pdays;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
26;admin.;single;high.school;no;unknown;unknown;347;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
27;student;single;university.degree;no;no;yes;118;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
57;admin.;married;high.school;no;yes;no;169;1;3;3;-3.4;92.649;-30.1;0.715;5017.5;1
25;admin.;single;university.degree;no;no;yes;165;1;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
24;unemployed;married;high.school;no;yes;no;98;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;1
29;housemaid;single;university.degree;no;no;yes;201;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
22;student;single;professional.course;no;no;no;113;3;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
81;unknown;divorced;unknown;unknown;yes;no;161;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;1
41;management;married;university.degree;no;no;no;696;2;7;3;-3.4;92.649;-30.1;0.715;5017.5;1
26;admin.;single;high.school;no;no;no;371;2;999;2;-3.4;92.649;-30.1;0.715;5017.5;0
81;unknown;divorced;unknown;unknown;yes;no;263;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;1
30;blue-collar;single;unknown;no;yes;no;235;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
29;housemaid;single;university.degree;no;no;no;257;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
76;retired;single;basic.4y;no;no;no;347;4;6;1;-3.4;92.649;-30.1;0.715;5017.5;1
32;admin.;married;university.degree;no;no;no;178;2;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
38;admin.;married;university.degree;no;no;no;182;2;7;1;-3.4;92.649;-30.1;0.715;5017.5;1
27;blue-collar;single;high.school;no;no;no;775;2;8;2;-3.4;92.649;-30.1;0.715;5017.5;1
71;housemaid;married;basic.4y;no;yes;no;193;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
28;admin.;married;high.school;no;no;no;406;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
34;technician;married;professional.course;no;yes;no;336;4;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
61;management;married;university.degree;no;yes;no;147;1;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
61;management;married;university.degree;no;yes;no;195;1;7;1;-3.4;92.649;-30.1;0.715;5017.5;1
41;admin.;married;university.degree;no;no;no;234;2;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
57;technician;married;professional.course;no;no;no;564;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
71;retired;married;basic.4y;no;no;no;71;2;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
33;admin.;married;university.degree;no;yes;no;318;2;3;3;-3.4;92.649;-30.1;0.715;5017.5;1
38;admin.;married;university.degree;no;yes;no;64;1;3;3;-3.4;92.649;-30.1;0.715;5017.5;1
41;admin.;married;university.degree;no;yes;no;95;1;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
52;admin.;divorced;university.degree;no;yes;no;89;1;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
25;student;single;high.school;no;no;no;345;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
33;admin.;married;university.degree;no;yes;no;344;2;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
30;admin.;single;university.degree;no;no;no;266;2;999;2;-3.4;92.649;-30.1;0.715;5017.5;1
79;retired;married;basic.4y;no;no;yes;301;2;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
28;admin.;married;high.school;no;yes;no;254;5;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
54;technician;married;basic.9y;no;no;no;293;3;7;2;-3.4;92.649;-30.1;0.715;5017.5;1
49;management;married;university.degree;no;no;yes;185;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
79;retired;married;basic.4y;no;yes;no;594;1;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
21;student;single;high.school;no;no;no;280;1;7;2;-3.4;92.649;-30.1;0.715;5017.5;0
52;admin.;divorced;university.degree;no;no;no;213;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
63;management;married;basic.4y;unknown;yes;no;131;4;999;2;-3.4;92.649;-30.1;0.715;5017.5;1
52;admin.;divorced;university.degree;no;unknown;unknown;143;5;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
45;management;married;university.degree;no;no;no;208;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
45;admin.;single;university.degree;no;unknown;unknown;133;3;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
30;admin.;single;university.degree;no;yes;yes;98;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
37;services;married;high.school;no;no;no;516;2;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
72;retired;married;professional.course;no;yes;no;93;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
37;services;married;high.school;no;no;no;459;2;999;2;-3.4;92.649;-30.1;0.715;5017.5;1
45;admin.;married;university.degree;no;no;yes;158;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
36;self-employed;divorced;basic.9y;no;no;no;133;1;999;2;-3.4;92.649;-30.1;0.715;5017.5;0
45;admin.;married;university.degree;no;no;yes;106;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
72;retired;married;basic.4y;no;yes;no;406;1;999;1;-3.4;92.649;-30.1;0.715;5017.5;1
20;student;single;high.school;no;yes;no;166;1;7;1;-3.4;92.649;-30.1;0.715;5017.5;1
25;technician;single;university.degree;no;no;yes;79;4;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
28;management;married;university.degree;no;no;no;69;3;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
72;retired;divorced;basic.6y;no;yes;no;199;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
45;technician;married;university.degree;no;yes;no;359;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
35;admin.;single;high.school;no;no;yes;98;2;7;2;-3.4;92.649;-30.1;0.715;5017.5;0
20;student;single;high.school;no;no;no;131;1;999;3;-3.4;92.649;-30.1;0.715;5017.5;1
20;student;single;high.school;no;no;no;229;2;3;3;-3.4;92.649;-30.1;0.715;5017.5;1
20;student;single;high.school;no;no;no;187;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
36;management;married;university.degree;no;no;yes;166;3;3;3;-3.4;92.649;-30.1;0.715;5017.5;1
72;retired;divorced;basic.6y;no;yes;no;244;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
37;services;married;high.school;no;no;yes;54;4;6;1;-3.4;92.649;-30.1;0.715;5017.5;0
45;admin.;married;university.degree;no;unknown;unknown;135;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
29;admin.;single;university.degree;no;no;yes;158;1;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
23;student;single;university.degree;no;yes;no;172;1;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
33;admin.;married;university.degree;no;yes;no;241;1;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
37;admin.;single;high.school;no;no;yes;248;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
53;housemaid;married;basic.4y;no;no;yes;513;1;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
38;admin.;married;university.degree;no;no;no;71;1;13;1;-3.4;92.649;-30.1;0.714;5017.5;1
40;services;married;high.school;no;yes;no;90;3;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
29;student;single;professional.course;no;no;no;227;3;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
23;technician;single;professional.course;no;yes;no;116;5;9;2;-3.4;92.649;-30.1;0.714;5017.5;0
32;self-employed;married;university.degree;no;no;no;66;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
29;student;single;professional.course;no;yes;yes;123;1;7;1;-3.4;92.649;-30.1;0.714;5017.5;1
67;retired;married;basic.4y;no;yes;no;39;3;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
40;admin.;married;university.degree;no;no;no;96;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
65;retired;single;university.degree;no;no;no;253;1;999;2;-3.4;92.649;-30.1;0.714;5017.5;1
43;management;married;high.school;no;no;no;226;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
43;management;married;high.school;no;yes;no;177;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
25;admin.;married;unknown;no;no;no;241;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
25;admin.;married;high.school;no;yes;no;702;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
64;unemployed;married;basic.4y;no;yes;no;427;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
25;admin.;married;unknown;no;no;no;110;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
65;retired;single;university.degree;no;no;no;88;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
29;admin.;single;university.degree;no;no;no;134;2;9;2;-3.4;92.649;-30.1;0.714;5017.5;1
38;admin.;married;university.degree;no;no;no;126;1;7;4;-3.4;92.649;-30.1;0.714;5017.5;1
67;retired;married;basic.4y;no;yes;no;99;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
51;self-employed;single;basic.9y;no;yes;no;104;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
49;unemployed;married;professional.course;no;yes;no;226;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
34;admin.;single;university.degree;no;yes;no;89;1;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
34;admin.;single;university.degree;no;no;no;169;1;7;2;-3.4;92.649;-30.1;0.714;5017.5;1
34;admin.;single;university.degree;no;no;no;135;1;6;1;-3.4;92.649;-30.1;0.714;5017.5;1
78;retired;divorced;basic.4y;no;yes;no;463;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
56;blue-collar;divorced;basic.4y;no;no;no;150;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
56;blue-collar;divorced;basic.4y;no;no;no;134;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
32;self-employed;married;university.degree;no;yes;no;247;1;6;3;-3.4;92.649;-30.1;0.714;5017.5;1
52;blue-collar;single;basic.9y;no;no;no;771;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
62;housemaid;married;basic.4y;no;yes;no;443;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
29;student;single;professional.course;no;yes;no;124;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
52;blue-collar;single;basic.9y;no;yes;no;191;3;9;1;-3.4;92.649;-30.1;0.714;5017.5;0
66;retired;married;basic.4y;no;yes;yes;1127;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
28;admin.;single;university.degree;no;yes;no;189;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
56;management;divorced;unknown;no;yes;no;893;7;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
35;technician;single;professional.course;no;yes;no;192;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
49;unemployed;married;professional.course;no;yes;yes;366;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
32;self-employed;married;university.degree;no;no;no;707;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
60;unemployed;married;basic.4y;no;no;no;627;2;6;1;-3.4;92.649;-30.1;0.714;5017.5;1
62;housemaid;married;university.degree;no;yes;no;237;1;3;3;-3.4;92.649;-30.1;0.714;5017.5;0
38;admin.;married;university.degree;no;no;no;411;4;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
29;admin.;single;high.school;no;yes;no;176;2;7;2;-3.4;92.649;-30.1;0.714;5017.5;1
25;admin.;single;university.degree;no;no;no;350;5;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
26;admin.;married;high.school;no;yes;no;338;1;7;1;-3.4;92.649;-30.1;0.714;5017.5;1
52;technician;married;professional.course;no;no;no;202;5;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
26;student;single;university.degree;no;no;no;181;1;7;1;-3.4;92.649;-30.1;0.714;5017.5;1
26;blue-collar;single;high.school;no;yes;no;208;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
29;admin.;single;university.degree;no;no;no;122;1;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
32;admin.;single;university.degree;no;yes;no;2184;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
32;admin.;single;university.degree;no;yes;no;135;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
53;admin.;single;university.degree;no;yes;yes;212;3;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
80;retired;divorced;unknown;no;yes;yes;186;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
31;technician;married;unknown;no;no;no;498;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
21;student;single;university.degree;no;yes;no;180;3;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
65;retired;married;university.degree;no;no;no;226;1;3;3;-3.4;92.649;-30.1;0.714;5017.5;1
43;technician;single;university.degree;no;no;yes;122;5;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
63;retired;married;unknown;no;no;no;137;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
31;admin.;single;high.school;no;no;no;122;4;999;3;-3.4;92.649;-30.1;0.714;5017.5;0
29;technician;married;university.degree;no;yes;no;210;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
26;blue-collar;single;high.school;no;no;no;201;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
52;technician;married;professional.course;no;yes;no;495;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
52;technician;married;professional.course;no;yes;no;632;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
52;technician;married;professional.course;no;yes;no;259;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
27;admin.;single;university.degree;no;yes;no;264;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
39;management;single;university.degree;no;yes;no;239;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
77;retired;married;unknown;no;yes;no;381;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
77;retired;married;unknown;no;yes;no;193;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
31;admin.;single;high.school;no;no;no;53;3;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
31;services;married;high.school;no;no;no;271;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
41;management;married;unknown;no;no;yes;129;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;1
52;technician;married;professional.course;no;yes;no;332;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
55;blue-collar;married;basic.4y;no;no;no;227;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
78;retired;divorced;basic.4y;no;yes;no;182;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
18;student;single;high.school;no;no;no;256;2;7;2;-3.4;92.649;-30.1;0.714;5017.5;1
40;technician;single;university.degree;no;yes;no;139;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
19;student;single;unknown;no;no;no;132;2;3;2;-3.4;92.649;-30.1;0.714;5017.5;0
40;technician;single;university.degree;no;no;no;141;3;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
25;student;single;high.school;no;yes;no;61;3;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
40;technician;single;university.degree;no;yes;no;95;1;7;1;-3.4;92.649;-30.1;0.714;5017.5;0
40;technician;single;university.degree;no;no;no;130;1;7;2;-3.4;92.649;-30.1;0.714;5017.5;1
25;admin.;single;university.degree;no;no;yes;295;1;7;2;-3.4;92.649;-30.1;0.714;5017.5;1
61;retired;married;basic.4y;no;yes;no;301;1;9;3;-3.4;92.649;-30.1;0.714;5017.5;1
39;admin.;married;high.school;no;no;no;1011;1;3;2;-3.4;92.649;-30.1;0.714;5017.5;0
50;admin.;married;university.degree;no;yes;no;124;5;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
64;retired;married;high.school;no;no;no;146;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
67;retired;married;basic.4y;no;no;no;167;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
50;admin.;married;university.degree;no;yes;no;183;1;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
75;housemaid;divorced;basic.4y;no;no;no;135;8;3;1;-3.4;92.649;-30.1;0.714;5017.5;0
50;admin.;married;university.degree;no;no;no;176;1;7;2;-3.4;92.649;-30.1;0.714;5017.5;0
56;management;married;university.degree;no;yes;no;124;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
37;entrepreneur;married;university.degree;no;yes;no;163;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
37;entrepreneur;married;university.degree;no;yes;no;84;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
37;entrepreneur;married;university.degree;no;yes;no;843;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
35;self-employed;single;university.degree;no;yes;no;365;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
27;admin.;married;high.school;no;no;yes;62;7;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
25;admin.;single;university.degree;no;yes;no;107;2;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
30;blue-collar;single;high.school;no;unknown;unknown;235;5;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
26;admin.;married;high.school;no;yes;no;432;5;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
35;management;married;university.degree;no;yes;yes;244;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
38;admin.;married;high.school;no;yes;no;136;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
43;self-employed;married;high.school;no;no;no;137;3;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
54;services;married;basic.9y;no;yes;yes;175;3;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
30;admin.;married;high.school;no;unknown;unknown;104;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
30;blue-collar;single;high.school;no;no;no;250;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
35;management;married;university.degree;no;no;no;986;1;7;3;-3.4;92.649;-30.1;0.714;5017.5;0
31;technician;married;university.degree;no;no;no;57;4;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
25;admin.;single;unknown;no;yes;no;643;4;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
66;retired;married;basic.4y;no;yes;no;175;1;7;1;-3.4;92.649;-30.1;0.714;5017.5;1
64;retired;married;high.school;no;yes;no;79;4;999;2;-3.4;92.649;-30.1;0.714;5017.5;0
34;technician;married;professional.course;no;yes;no;93;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
30;blue-collar;single;high.school;no;no;no;94;1;999;2;-3.4;92.649;-30.1;0.714;5017.5;0
19;student;single;unknown;no;yes;no;380;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
25;admin.;single;unknown;no;yes;no;381;1;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
25;admin.;married;university.degree;no;yes;no;446;8;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
42;management;married;university.degree;no;yes;no;104;3;999;1;-3.4;92.649;-30.1;0.714;5017.5;0
48;technician;married;professional.course;no;yes;no;69;5;3;2;-3.4;92.649;-30.1;0.714;5017.5;0
32;technician;married;university.degree;no;yes;no;77;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
72;retired;married;high.school;no;no;no;257;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
27;admin.;married;high.school;no;no;no;116;1;4;2;-3.4;92.649;-30.1;0.714;5017.5;0
77;retired;divorced;basic.4y;no;yes;no;445;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
34;management;married;university.degree;no;no;no;75;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
72;retired;married;university.degree;no;no;no;111;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
40;technician;single;university.degree;no;no;no;105;2;3;1;-3.4;92.649;-30.1;0.714;5017.5;1
40;technician;single;university.degree;no;no;no;984;5;999;0;-3.4;92.649;-30.1;0.714;5017.5;1
50;blue-collar;married;basic.9y;no;yes;no;202;1;999;0;-3.4;92.649;-30.1;0.714;5017.5;0
68;retired;married;high.school;no;no;no;1248;2;999;1;-3.4;92.649;-30.1;0.714;5017.5;1
34;self-employed;single;university.degree;no;no;yes;85;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
47;management;married;basic.9y;no;yes;no;709;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
31;admin.;single;university.degree;no;yes;no;168;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
36;blue-collar;married;basic.9y;no;yes;no;320;1;999;2;-3.4;92.649;-30.1;0.715;5017.5;0
35;management;married;university.degree;no;yes;no;209;1;999;2;-3.4;92.649;-30.1;0.715;5017.5;1
45;admin.;divorced;university.degree;no;yes;no;140;3;999;1;-3.4;92.649;-30.1;0.715;5017.5;0
63;retired;married;basic.4y;no;yes;no;408;3;999;0;-3.4;92.649;-30.1;0.715;5017.5;0
82;retired;divorced;basic.4y;no;yes;no;134;2;3;1;-3.4;92.649;-30.1;0.715;5017.5;1
48;management;married;university.degree;no;yes;yes;747;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
53;admin.;married;university.degree;no;yes;no;409;2;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
43;admin.;married;university.degree;no;yes;no;135;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
34;housemaid;single;basic.4y;no;yes;no;393;4;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
43;admin.;married;university.degree;no;yes;no;255;1;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
26;admin.;single;university.degree;no;yes;no;309;3;7;1;-3.4;92.649;-30.1;0.715;5017.5;1
66;retired;single;basic.4y;no;yes;no;525;3;999;0;-3.4;92.649;-30.1;0.715;5017.5;1
40;unemployed;divorced;basic.4y;no;no;no;108;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
83;retired;divorced;basic.4y;no;no;no;242;1;3;3;-3.4;92.649;-30.1;0.716;5017.5;1
32;management;married;university.degree;no;no;no;107;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
35;management;married;university.degree;no;no;no;56;1;3;2;-3.4;92.649;-30.1;0.716;5017.5;0
35;management;married;university.degree;no;no;no;190;3;7;3;-3.4;92.649;-30.1;0.716;5017.5;0
34;admin.;divorced;high.school;no;no;no;492;2;6;3;-3.4;92.649;-30.1;0.716;5017.5;0
30;admin.;single;university.degree;no;yes;no;187;2;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
65;retired;married;basic.4y;no;no;yes;141;2;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
31;admin.;single;university.degree;no;no;no;166;2;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
83;retired;divorced;basic.4y;no;yes;yes;112;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
55;management;married;university.degree;no;yes;no;283;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
27;management;single;professional.course;no;yes;no;325;1;3;1;-3.4;92.649;-30.1;0.716;5017.5;1
56;retired;married;university.degree;no;yes;no;968;2;3;3;-3.4;92.649;-30.1;0.716;5017.5;1
26;student;single;unknown;no;yes;no;92;2;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
24;student;single;unknown;no;yes;no;285;2;3;3;-3.4;92.649;-30.1;0.716;5017.5;1
57;retired;married;basic.4y;no;yes;no;295;1;3;2;-3.4;92.649;-30.1;0.716;5017.5;0
53;unknown;married;basic.9y;no;no;yes;242;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;0
24;admin.;single;university.degree;no;yes;no;84;1;9;3;-3.4;92.649;-30.1;0.716;5017.5;0
58;self-employed;married;university.degree;no;no;no;106;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
58;self-employed;married;university.degree;no;no;no;1092;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
32;admin.;single;high.school;no;no;no;421;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
94;retired;married;basic.9y;no;no;no;134;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;0
22;student;single;unknown;no;no;no;87;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
31;technician;single;university.degree;no;no;no;372;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;1
78;retired;married;professional.course;no;yes;no;103;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
21;student;single;professional.course;no;no;no;250;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
55;management;married;university.degree;no;yes;no;99;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;0
57;admin.;married;university.degree;no;no;no;182;1;3;2;-3.4;92.649;-30.1;0.716;5017.5;1
61;retired;married;basic.4y;no;yes;no;234;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;1
58;retired;married;basic.4y;no;yes;no;487;1;999;2;-3.4;92.649;-30.1;0.716;5017.5;1
56;retired;married;university.degree;no;no;no;232;1;3;1;-3.4;92.649;-30.1;0.716;5017.5;1
48;management;divorced;university.degree;no;yes;no;208;1;3;1;-3.4;92.649;-30.1;0.716;5017.5;1
28;admin.;single;university.degree;no;yes;no;170;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
55;entrepreneur;married;university.degree;no;yes;no;87;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;0
56;housemaid;divorced;basic.4y;no;yes;no;414;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;1
28;technician;single;professional.course;no;yes;no;296;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;1
86;retired;divorced;basic.4y;no;yes;no;237;1;999;1;-3.4;92.649;-30.1;0.716;5017.5;0
27;technician;single;university.degree;no;no;yes;342;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;1
28;technician;single;professional.course;no;yes;no;238;2;6;1;-3.4;92.649;-30.1;0.716;5017.5;1
25;technician;single;professional.course;no;yes;no;541;1;999;0;-3.4;92.649;-30.1;0.716;5017.5;1
65;admin.;divorced;university.degree;no;no;no;142;2;999;0;-3.4;92.649;-30.1;0.718;5017.5;0
32;management;single;university.degree;no;yes;yes;92;2;999;1;-3.4;92.649;-30.1;0.718;5017.5;0
78;retired;married;professional.course;no;no;no;319;2;999;1;-3.4;92.649;-30.1;0.718;5017.5;1
72;retired;married;basic.9y;unknown;yes;no;96;2;999;0;-3.4;92.649;-30.1;0.718;5017.5;0
77;retired;divorced;basic.4y;no;no;no;90;2;999;0;-3.4;92.649;-30.1;0.718;5017.5;0
67;retired;married;basic.4y;no;no;no;341;4;999;1;-3.4;92.649;-30.1;0.718;5017.5;0
73;retired;married;university.degree;no;no;no;160;1;999;0;-3.4;92.649;-30.1;0.718;5017.5;1
31;blue-collar;married;basic.6y;no;yes;no;65;3;999;0;-3.4;92.649;-30.1;0.718;5017.5;0
38;admin.;married;university.degree;no;yes;no;110;3;6;1;-3.4;92.649;-30.1;0.719;5017.5;0
44;admin.;divorced;high.school;no;yes;no;1628;2;6;1;-3.4;92.649;-30.1;0.719;5017.5;1
38;admin.;married;university.degree;no;no;yes;337;3;999;0;-3.4;92.649;-30.1;0.719;5017.5;0
38;admin.;married;university.degree;no;yes;no;210;3;999;0;-3.4;92.649;-30.1;0.719;5017.5;0
62;blue-collar;married;basic.4y;no;yes;no;152;1;6;1;-3.4;92.649;-30.1;0.719;5017.5;0
81;housemaid;divorced;basic.4y;no;yes;no;151;6;999;0;-3.4;92.649;-30.1;0.719;5017.5;0
62;blue-collar;married;basic.4y;no;no;no;123;1;999;1;-3.4;92.649;-30.1;0.719;5017.5;0
